prefix	name	query	count
bcgo	Beta Cell Genomics Ontology	"""Beta Cell Genomics Ontology""[tw] OR ""Beta Cell Genomics Ontology (BCGO)""[tw]"	0
bcio	The Behaviour Change Intervention Ontology	"""The Behaviour Change Intervention Ontology""[tw]"	0
topdb	Topology Data Bank of Transmembrane Proteins	"""Topology Data Bank of Transmembrane Proteins""[tw]"	0
tol	Tree of Life Web Project	"""Tree of Life Web Project""[tw]"	0
tokue	TOKU-E Cell-culture Database	"""TOKU-E Cell-culture Database""[tw]"	0
bco	Biological Collections Ontology	"""Biological Collections Ontology""[tw] OR ""Biological Collections Ontology (BCO)""[tw]"	0
togoid	TogoID Ontology	"""TogoID Ontology""[tw]"	0
bcrc	BCRC Strain Collection Catalog	"""BCRC Strain Collection Catalog""[tw]"	0
bcrj	Banco de Celulas do Rio de Janeiro	"""Banco de Celulas do Rio de Janeiro""[tw]"	0
tkg	Tohoku University cell line catalog	"""Tohoku University cell line catalog""[tw]"	0
time	Time Ontology in OWL	"""Time Ontology in OWL""[tw]"	0
tahe	Terminology of Anatomy of Human Embryology	"""Terminology of Anatomy of Human Embryology""[tw] OR ""Terminology of Anatomy of Human Embryology (TAHE)""[tw]"	0
tads	Tick Anatomy Ontology	"""Tick Anatomy Ontology""[tw] OR ""Tick Anatomy Ontology (TADS)""[tw]"	0
t4fs	terms4FAIRskills	"""terms4FAIRskills""[tw] OR ""terms4FAIRskills (T4FS)""[tw]"	0
bido	Bibliometric Data Ontology	"""Bibliometric Data Ontology""[tw] OR ""Bibliometric Data Ontology (BiDO)""[tw]"	0
storedb.file	STOREDB at University of Cambridge	"""STOREDB at University of Cambridge""[tw]"	0
storedb.dataset	STOREDB at University of Cambridge	"""STOREDB at University of Cambridge""[tw]"	0
biogrid.interaction	BioGRID Interactions	"""BioGRID Interactions""[tw]"	0
stn	FDA Submission Tracking Number	"""FDA Submission Tracking Number""[tw]"	0
stitch	Search Tool for Interactions of Chemicals	"""Search Tool for Interactions of Chemicals""[tw]"	0
stato	The Statistical Methods Ontology	"""The Statistical Methods Ontology""[tw] OR ""The Statistical Methods Ontology (STATO)""[tw]"	0
stap	Statistical Torsional Angles Potentials	"""Statistical Torsional Angles Potentials""[tw]"	0
sstoss	Sequence-Structural Templates of Single-member Superfamilies	"""Sequence-Structural Templates of Single-member Superfamilies""[tw]"	0
sssom	Simple Standard for Sharing Ontological Mappings	"""Simple Standard for Sharing Ontological Mappings""[tw]"	0
ssrn.author	Social Science Research Network Author	"""Social Science Research Network Author""[tw]"	0
ssrn.article	Social Science Research Network Article	"""Social Science Research Network Article""[tw]"	0
ssn.system	System capabilities, operating ranges, and survival ranges ontology	"""System capabilities, operating ranges, and survival ranges ontology""[tw]"	0
ssbd.project	System Science of Biological Dynamics project	"""System Science of Biological Dynamics project""[tw]"	0
ssbd.dataset	System Science of Biological Dynamics dataset	"""System Science of Biological Dynamics dataset""[tw]"	0
srao	FAIRsharing Subject Ontology	"""FAIRsharing Subject Ontology""[tw]"	0
spp	Signaling Pathways Project	"""Signaling Pathways Project""[tw]"	0
biominder	Bio-MINDER Tissue Database	"""Bio-MINDER Tissue Database""[tw]"	0
storedb.study	STOREDB at University of Cambridge	"""STOREDB at University of Cambridge""[tw]"	0
sty	UMLS Semantic Types Ontology	"""UMLS Semantic Types Ontology""[tw]"	0
biodeep	BioDeep Database	"""BioDeep Database""[tw]"	0
swrl	A Semantic Web Rule Language Combining OWL and RuleML	"""A Semantic Web Rule Language Combining OWL and RuleML""[tw] OR ""A Semantic Web Rule Language Combining OWL and RuleML (swrl)""[tw]"	0
syoid	Gemina Symptom Ontology	"""Gemina Symptom Ontology""[tw]"	0
bigg.compartment	BiGG Compartment	"""BiGG Compartment""[tw]"	0
synbip.pss	Synthetic Binding Protein Protein Scaffold	"""Synthetic Binding Protein Protein Scaffold""[tw]"	0
synbip.epitope	Synthetic Binding Protein Epitope	"""Synthetic Binding Protein Epitope""[tw]"	0
synbip.bts	Synthetic Binding Proteins Binding Target	"""Synthetic Binding Proteins Binding Target""[tw]"	0
synapse	Synapse Data Repository	"""Synapse Data Repository""[tw]"	0
bigg.metabolite	BiGG Metabolite	"""BiGG Metabolite""[tw]"	0
bigg.model	BiGG Model	"""BiGG Model""[tw]"	0
biocyc	BioCyc collection of metabolic pathway databases	"""BioCyc collection of metabolic pathway databases""[tw]"	0
bigg.reaction	BiGG Reaction	"""BiGG Reaction""[tw]"	0
bila	Bilateria anatomy	"""Bilateria anatomy""[tw] OR ""Bilateria anatomy (BILA)""[tw]"	0
swh	Software Heritage	"""Software Heritage""[tw]"	0
sweetrealm	Semantic Web for Earth and Environment Technology Ontology	"""Semantic Web for Earth and Environment Technology Ontology""[tw]"	0
bind	BIND accession number	"""BIND accession number""[tw]"	0
sulo	Simplified Upper Level Ontology	"""Simplified Upper Level Ontology""[tw]"	0
biocatalogue.service	BioCatalogue Service	"""BioCatalogue Service""[tw]"	0
oboe	The Extensible Observation Ontology	"""The Extensible Observation Ontology""[tw]"	0
oban	Open Biomedical Annotations	"""Open Biomedical Annotations""[tw]"	0
obib	Ontology for Biobanking	"""Ontology for Biobanking""[tw] OR ""Ontology for Biobanking (OBIB)""[tw]"	0
idog	Integrated Resource for Domestic Dog	"""Integrated Resource for Domestic Dog""[tw]"	0
idocovid19	The COVID-19 Infectious Disease Ontology	"""The COVID-19 Infectious Disease Ontology""[tw]"	0
edam.format	EDAM Format	"""EDAM Format""[tw]"	0
ideal	Intrinsically Disordered proteins with Extensive Annotations and Literature	"""Intrinsically Disordered proteins with Extensive Annotations and Literature""[tw]"	0
ictv	International Committee on Taxonomy of Viruses Ontology	"""International Committee on Taxonomy of Viruses Ontology""[tw]"	0
icpd.study	Indian Crop Phenome Database Study	"""Indian Crop Phenome Database Study""[tw]"	0
icpd.project	Indian Crop Phenome Database Project	"""Indian Crop Phenome Database Project""[tw]"	0
iconclass	Iconclass Classification	"""Iconclass Classification""[tw]"	0
edam.operation	EDAM Operation	"""EDAM Operation""[tw]"	0
icldb	Insect Cell Line Database	"""Insect Cell Line Database""[tw]"	0
iclc	Interlab Cell Line Collection	"""Interlab Cell Line Collection""[tw]"	0
edam.topic	EDAM Topic	"""EDAM Topic""[tw]"	0
edda	EDDA Study Designs Taxonomy	"""EDDA Study Designs Taxonomy""[tw]"	0
iceo	Integrative and Conjugative Element Ontology	"""Integrative and Conjugative Element Ontology""[tw] OR ""Integrative and Conjugative Element Ontology (ICEO)""[tw]"	0
icechem	Integrated Chemical Environment - Chemical data	"""Integrated Chemical Environment - Chemical data""[tw]"	0
iceberg.ime	ICEberg integrative and mobilizable element	"""ICEberg integrative and mobilizable element""[tw]"	0
iceberg.family	ICEberg family	"""ICEberg family""[tw]"	0
iceberg.element	ICEberg integrative and conjugative element	"""ICEberg integrative and conjugative element""[tw]"	0
idoden	Dengue Fever Ontology	"""Dengue Fever Ontology""[tw]"	0
edam.data	EDAM Data	"""EDAM Data""[tw]"	0
ecyano.entity	E-cyanobacterium entity	"""E-cyanobacterium entity""[tw]"	0
idoo	Identifiers.org Ontology	"""Identifiers.org Ontology""[tw]"	0
illumina.probe	Illumina Probe Identifier	"""Illumina Probe Identifier""[tw]"	0
ecyano.experiment	E-cyanobacterium Experimental Data	"""E-cyanobacterium Experimental Data""[tw]"	0
ecyano.model	E-cyanobacterium model	"""E-cyanobacterium model""[tw]"	0
igsn	International Generic Sample Number	"""International Generic Sample Number""[tw]"	0
igrhcellid	Integrated Genomic Resources of human Cell Lines for Identification	"""Integrated Genomic Resources of human Cell Lines for Identification""[tw]"	0
iev	Event (INOH pathway ontology)	"""Event (INOH pathway ontology)""[tw] OR ""Event (INOH pathway ontology) (IEV)""[tw]"	0
ietf.language	Internet Engineering Task Force Language Tag	"""Internet Engineering Task Force Language Tag""[tw]"	0
ieee.document	IEEE Xplore document ID	"""IEEE Xplore document ID""[tw]"	0
ieee.author	IEEE Xplore author ID	"""IEEE Xplore author ID""[tw]"	0
iedb.reference	Immune Epitope Database References	"""Immune Epitope Database References""[tw]"	0
iedb.receptor	Immune Epitope Database Receptors	"""Immune Epitope Database Receptors""[tw]"	0
iedb.mhc	Immune Epitope Database MHC Restrictions	"""Immune Epitope Database MHC Restrictions""[tw]"	0
iedb.epitope	Immune Epitope Database Epitopes	"""Immune Epitope Database Epitopes""[tw]"	0
iedb.assay	Immune Epitope Database Assays	"""Immune Epitope Database Assays""[tw]"	0
ecyano.rule	E-cyanobacterium rule	"""E-cyanobacterium rule""[tw]"	0
idpo	Intrinsically Disordered Proteins Ontology	"""Intrinsically Disordered Proteins Ontology""[tw]"	0
idot	Identifiers.org Terms	"""Identifiers.org Terms""[tw] OR ""Identifiers.org Terms (idot)""[tw]"	0
iceberg.cime	ICEberg cis-integrative and mobilizable element	"""ICEberg cis-integrative and mobilizable element""[tw]"	0
educor	An Educational and Career-Oriented Recommendation Ontology	"""An Educational and Career-Oriented Recommendation Ontology""[tw]"	0
icdc	Integrated Canine Data Commons	"""Integrated Canine Data Commons""[tw]"	0
ega.dataset	European Genome-phenome Archive Dataset	"""European Genome-phenome Archive Dataset""[tw]"	0
emolecules	Reaxys eMolecules	"""Reaxys eMolecules""[tw]"	0
empiar	Electron Microscopy Public Image Archive	"""Electron Microscopy Public Image Archive""[tw]"	0
emsl.project	Environmental Molecular Sciences Laboratory Project	"""Environmental Molecular Sciences Laboratory Project""[tw]"	0
hpm.peptide	Human Proteome Map Peptide	"""Human Proteome Map Peptide""[tw]"	0
hpath	Histopathology Ontology	"""Histopathology Ontology""[tw]"	0
hpa	Human Protein Atlas tissue profile information	"""Human Protein Atlas tissue profile information""[tw]"	0
enm	eNanoMapper ontology	"""eNanoMapper ontology""[tw]"	0
hovergen	Homologous Vertebrate Genes Database	"""Homologous Vertebrate Genes Database""[tw]"	0
hoso	Healthcare Organizations and Services Ontology	"""Healthcare Organizations and Services Ontology""[tw]"	0
horizon_discovery	Horizon Discovery cell line collection	"""Horizon Discovery cell line collection""[tw]"	0
homosaurus	Homosaurus	"""Homosaurus""[tw]"	0
ensembl.fungi	Ensembl Fungi, the Ensembl database for accessing genome-scale data from fungi.	"""Ensembl Fungi, the Ensembl database for accessing genome-scale data from fungi.""[tw]"	0
ensembl.metazoa	Ensembl Metazoa, the Ensembl database for accessing genome-scale data from non-vertebrate metazoa.	"""Ensembl Metazoa, the Ensembl database for accessing genome-scale data from non-vertebrate metazoa.""[tw]"	0
homd.seq	HOMD Sequence Metainformation	"""HOMD Sequence Metainformation""[tw]"	0
hom	Homology Ontology	"""Homology Ontology""[tw] OR ""Homology Ontology (HOM)""[tw]"	0
holofood.sample	HoloFood sample	"""HoloFood sample""[tw]"	0
holofood.animal	HoloFood animal	"""HoloFood animal""[tw]"	0
emmo	Elementary Multiperspective Material Ontology	"""Elementary Multiperspective Material Ontology""[tw]"	0
emi	Earth Metabolome Ontology	"""Earth Metabolome Ontology""[tw]"	0
hso	Health Surveillance Ontology	"""Health Surveillance Ontology""[tw] OR ""Health Surveillance Ontology (HSO)""[tw]"	0
emap	Mouse gross anatomy and development, timed	"""Mouse gross anatomy and development, timed""[tw] OR ""Mouse gross anatomy and development, timed (EMAP)""[tw]"	0
ega.study	European Genome-phenome Archive Study	"""European Genome-phenome Archive Study""[tw]"	0
ehda	Human developmental anatomy, timed version	"""Human developmental anatomy, timed version""[tw] OR ""Human developmental anatomy, timed version (EHDA)""[tw]"	0
icd11	International Classification of Diseases, 11th Revision (Foundation Component)	"""International Classification of Diseases, 11th Revision (Foundation Component)""[tw]"	0
ehdaa	Human developmental anatomy, abstract version	"""Human developmental anatomy, abstract version""[tw] OR ""Human developmental anatomy, abstract version (EHDAA)""[tw]"	0
ehdaa2	Human developmental anatomy, abstract	"""Human developmental anatomy, abstract""[tw] OR ""Human developmental anatomy, abstract (EHDAA2)""[tw]"	0
elsst	European Language Social Science Thesaurus	"""European Language Social Science Thesaurus""[tw]"	0
iao.issue	Information Artifact Ontology Issue Tracker	"""Information Artifact Ontology Issue Tracker""[tw]"	0
emapa	Mouse Developmental Anatomy Ontology	"""Mouse Developmental Anatomy Ontology""[tw] OR ""Mouse Developmental Anatomy Ontology (EMAPA)""[tw]"	0
emaps	Mouse Developmental Anatomy Ontology with Theiler Stage	"""Mouse Developmental Anatomy Ontology with Theiler Stage""[tw] OR ""Mouse Developmental Anatomy Ontology with Theiler Stage (EMAPS)""[tw]"	0
humap	Human Protein Complex Map	"""Human Protein Complex Map""[tw]"	0
huge	Human Unidentified Gene-Encoded	"""Human Unidentified Gene-Encoded""[tw]"	0
hubmap.sample	Human BioMolecular Atlas Program Sample	"""Human BioMolecular Atlas Program Sample""[tw]"	0
hubmap.donor	Human BioMolecular Atlas Program Donor	"""Human BioMolecular Atlas Program Donor""[tw]"	0
hubmap.dataset	Human BioMolecular Atlas Program Dataset	"""Human BioMolecular Atlas Program Dataset""[tw]"	0
hubmap.collection	Human BioMolecular Atlas Program Collection	"""Human BioMolecular Atlas Program Collection""[tw]"	0
htn	Hypertension Ontology	"""Hypertension Ontology""[tw] OR ""Hypertension Ontology (HTN)""[tw]"	0
imanis	Imanis Life Sciences cell line products	"""Imanis Life Sciences cell line products""[tw]"	0
ecto	Environmental conditions, treatments and exposures ontology	"""Environmental conditions, treatments and exposures ontology""[tw] OR ""Environmental conditions, treatments and exposures ontology (ECTO)""[tw]"	0
hogenom	Database of Complete Genome Homologous Genes Families	"""Database of Complete Genome Homologous Genes Families""[tw]"	0
jaxmice	Jackson Laboratories Mouse Strain	"""Jackson Laboratories Mouse Strain""[tw]"	0
iuphar.receptor	Guide to Pharmacology Target	"""Guide to Pharmacology Target""[tw]"	0
iuphar.ligand	Guide to Pharmacology Ligand	"""Guide to Pharmacology Ligand""[tw]"	0
iuphar.family	IUPHAR family	"""IUPHAR family""[tw]"	0
ito	Intelligence Task Ontology	"""Intelligence Task Ontology""[tw]"	0
dso	Data Science Ontology	"""Data Science Ontology""[tw]"	0
duo	Data Use Ontology	"""Data Use Ontology""[tw] OR ""Data Use Ontology (DUO)""[tw]"	0
earl	Evaluation and Report Language	"""Evaluation and Report Language""[tw]"	0
earthcube.aut	Audience Types Controlled Vocabulary	"""Audience Types Controlled Vocabulary""[tw]"	0
earthcube.mola	Data Model Language Controlled Vocabulary	"""Data Model Language Controlled Vocabulary""[tw]"	0
iso15926	ISO 15926-14	"""ISO 15926-14""[tw]"	0
iso.639-3	ISO 639 3-Letter Language Code	"""ISO 639 3-Letter Language Code""[tw]"	0
iso.3166	ISO 3166-1 Country Code	"""ISO 3166-1 Country Code""[tw]"	0
isni	International Standard Name Identifier	"""International Standard Name Identifier""[tw]"	0
isfinder	Insertion sequence elements database	"""Insertion sequence elements database""[tw]"	0
ised	Influenza Sequence and Epitope Database	"""Influenza Sequence and Epitope Database""[tw]"	0
isced2013	International Standard Classification of Education, 2013 Edition	"""International Standard Classification of Education, 2013 Edition""[tw]"	0
isced2011	International Standard Classification of Education, 2011 Edition	"""International Standard Classification of Education, 2011 Edition""[tw]"	0
drugbank.salt	DrugBank Salts	"""DrugBank Salts""[tw]"	0
jcggdb	Japan Consortium for Glycobiology and Glycotechnology Database	"""Japan Consortium for Glycobiology and Glycotechnology Database""[tw]"	0
img.gene	Integrated Microbial Genomes Gene	"""Integrated Microbial Genomes Gene""[tw]"	0
drugbank.reaction	DrugBank Reaction	"""DrugBank Reaction""[tw]"	0
dragondb.protein	DragonDB Protein	"""DragonDB Protein""[tw]"	0
drc.filenumber	Dutch Research Council File Number	"""Dutch Research Council File Number""[tw]"	0
kegg.dgroup	KEGG Drug Group	"""KEGG Drug Group""[tw]"	0
_4dn.biosource	4D Nucleome Data Portal Biosource	"""4D Nucleome Data Portal Biosource""[tw]"	0
drduke	Dr. Duke's Phytochemical and Ethnobotanical Databases chemical	"""Dr. Duke's Phytochemical and Ethnobotanical Databases chemical""[tw]"	0
drks	German Clinical Trials Register	"""German Clinical Trials Register""[tw]"	0
dron	The Drug Ontology	"""The Drug Ontology""[tw] OR ""The Drug Ontology (DRON)""[tw]"	0
drsanv0	AnVIL DRS	"""AnVIL DRS""[tw]"	0
kaken	e-Rad researcher number	"""e-Rad researcher number""[tw]"	0
drugbank.bioentity	DrugBank Target v4	"""DrugBank Target v4""[tw]"	0
drugbank.category	DrugBank Drug Category	"""DrugBank Drug Category""[tw]"	0
jstor	Digital archive of scholarly articles	"""Digital archive of scholarly articles""[tw]"	0
drugbank.condition	DrugBank Condition	"""DrugBank Condition""[tw]"	0
jgi.proposal	Joint Genome Institute Proposals	"""Joint Genome Institute Proposals""[tw]"	0
drugbank.metabolite	DrugBank Metabolite	"""DrugBank Metabolite""[tw]"	0
jcsd	Japan Chemical Substance Dictionary	"""Japan Chemical Substance Dictionary""[tw]"	0
jcrb	JRBC Cell Bank	"""JRBC Cell Bank""[tw]"	0
isced1997	International Standard Classification of Education, 1997 Edition	"""International Standard Classification of Education, 1997 Edition""[tw]"	0
earthcube.sfo	Software Functions Ontology	"""Software Functions Ontology""[tw]"	0
iro	Insect Resistance Ontology	"""Insect Resistance Ontology""[tw]"	0
iresite	Database of experimentally verified IRES structures	"""Database of experimentally verified IRES structures""[tw]"	0
inhand	The International Harmonization of Nomenclature and Diagnostic criteria	"""The International Harmonization of Nomenclature and Diagnostic criteria""[tw]"	0
informall	InformAll Allergenic Food Database	"""InformAll Allergenic Food Database""[tw]"	0
infores	Information Resource Registry	"""Information Resource Registry""[tw]"	0
ecocore	An ontology of core ecological entities	"""An ontology of core ecological entities""[tw] OR ""An ontology of core ecological entities (ECOCORE)""[tw]"	0
ecogene	Database of Escherichia coli Sequence and Function	"""Database of Escherichia coli Sequence and Function""[tw]"	0
inaturalist.user	iNaturalist User	"""iNaturalist User""[tw]"	0
inaturalist.taxon	iNaturalist Taxonomy	"""iNaturalist Taxonomy""[tw]"	0
inaturalist.place	iNaturalist Place	"""iNaturalist Place""[tw]"	0
inaturalist.observation	iNaturalist Observation	"""iNaturalist Observation""[tw]"	0
ecoliwiki	EcoliWiki from EcoliHub	"""EcoliWiki from EcoliHub""[tw]"	0
imsr.apb	NHMRC Australian PhenomeBank	"""NHMRC Australian PhenomeBank""[tw]"	0
imr	Molecule role (INOH Protein name/family name ontology)	"""Molecule role (INOH Protein name/family name ontology)""[tw] OR ""Molecule role (INOH Protein name/family name ontology) (IMR)""[tw]"	0
imotdb	Database of Spatially Interacting Motifs in Proteins	"""Database of Spatially Interacting Motifs in Proteins""[tw]"	0
ecso	The Ecosystem Ontology	"""The Ecosystem Ontology""[tw]"	0
imgt.ligm	ImMunoGeneTics database covering immunoglobulins and T-cell receptors	"""ImMunoGeneTics database covering immunoglobulins and T-cell receptors""[tw]"	0
imgt.hla	IMGT/HLA human major histocompatibility complex sequence database	"""IMGT/HLA human major histocompatibility complex sequence database""[tw]"	0
img.taxon	Integrated Microbial Genomes Taxon	"""Integrated Microbial Genomes Taxon""[tw]"	0
eco	Evidence and Conclusion Ontology	"""Evidence and Conclusion Ontology""[tw] OR ""Evidence and Conclusion Ontology (ECO)""[tw]"	0
innatedb	A Knowledge Resource for Innate Immunity Interactions and Pathways	"""A Knowledge Resource for Innate Immunity Interactions and Pathways""[tw]"	0
ecmdb	E. coli Metabolite Database	"""E. coli Metabolite Database""[tw]"	0
interfil	Human Intermediate Filament Database	"""Human Intermediate Filament Database""[tw]"	0
earthcube.srt	Semantic Resource Types Vocabulary	"""Semantic Resource Types Vocabulary""[tw]"	0
ird.segment	IRD Segment Sequence	"""IRD Segment Sequence""[tw]"	0
earthcube.swl	Software Licenses Ontology	"""Software Licenses Ontology""[tw]"	0
easychair.cfp	EasyChair Call for Paper	"""EasyChair Call for Paper""[tw]"	0
iobc	Interlinking Ontology for Biological Concepts	"""Interlinking Ontology for Biological Concepts""[tw]"	0
easychair.topic	EasyChair Topic	"""EasyChair Topic""[tw]"	0
ebisc	European Bank for induced pluripotent Stem Cells	"""European Bank for induced pluripotent Stem Cells""[tw]"	0
ecacc	European Collection of Authenticated Cell Culture	"""European Collection of Authenticated Cell Culture""[tw]"	0
echobase	EchoBASE post-genomic database for Escherichia coli	"""EchoBASE post-genomic database for Escherichia coli""[tw]"	0
ecao	The Echinoderm Anatomy and Development Ontology	"""The Echinoderm Anatomy and Development Ontology""[tw] OR ""The Echinoderm Anatomy and Development Ontology (ECAO)""[tw]"	0
intact	IntAct protein interaction database	"""IntAct protein interaction database""[tw]"	0
ecg	Electrocardiogram Ontology	"""Electrocardiogram Ontology""[tw]"	0
insdc.run	International Nucleotide Sequence Database Collaboration (INSDC) Run	"""International Nucleotide Sequence Database Collaboration (INSDC) Run""[tw]"	0
insdc.gcf	Genome assembly database - RefSeq accessions	"""Genome assembly database - RefSeq accessions""[tw]"	0
insdc.gca	Genome assembly database - INSDC accessions	"""Genome assembly database - INSDC accessions""[tw]"	0
insdc.cds	INSDC CDS	"""INSDC CDS""[tw]"	0
hoip	Homeostasis imbalance process ontology	"""Homeostasis imbalance process ontology""[tw]"	0
hog	Homologous Organ Groups	"""Homologous Organ Groups""[tw]"	0
dragondb.locus	DragonDB Locus	"""DragonDB Locus""[tw]"	0
fairsharing.user	FAIRsharing User	"""FAIRsharing User""[tw]"	0
fanta	Functional Genome Annotations with Transcriptional Activities	"""Functional Genome Annotations with Transcriptional Activities""[tw]"	0
fao	Fungal gross anatomy	"""Fungal gross anatomy""[tw] OR ""Fungal gross anatomy (FAO)""[tw]"	0
glida.ligand	GLIDA Ligand	"""GLIDA Ligand""[tw]"	0
glida.gpcr	GLIDA GPCR	"""GLIDA GPCR""[tw]"	0
fao.asfis	Aquatic Sciences and Fisheries Information System	"""Aquatic Sciences and Fisheries Information System""[tw]"	0
github.pull	GitHub Pull Request	"""GitHub Pull Request""[tw]"	0
github.issue	GitHub Issue	"""GitHub Issue""[tw]"	0
github	GitHub username	"""GitHub username""[tw]"	0
fbbi	Biological Imaging Methods Ontology	"""Biological Imaging Methods Ontology""[tw] OR ""Biological Imaging Methods Ontology (FBbi)""[tw]"	0
fbbt	Drosophila gross anatomy	"""Drosophila gross anatomy""[tw] OR ""Drosophila gross anatomy (FBbt)""[tw]"	0
fbcv	FlyBase Controlled Vocabulary	"""FlyBase Controlled Vocabulary""[tw] OR ""FlyBase Controlled Vocabulary (FBcv)""[tw]"	0
fbol	International Fungal Working Group Fungal Barcoding.	"""International Fungal Working Group Fungal Barcoding.""[tw]"	0
gesiskg	GESIS Knowledge Graph Schema	"""GESIS Knowledge Graph Schema""[tw]"	0
geonames.feature	GeoNames Feature Code	"""GeoNames Feature Code""[tw]"	0
fbql	FlyBase Qualifiers	"""FlyBase Qualifiers""[tw]"	0
geogeo	Geographical Entity Ontology	"""Geographical Entity Ontology""[tw] OR ""Geographical Entity Ontology (GEOGEO)""[tw]"	0
fbrf	FlyBase Reference Report	"""FlyBase Reference Report""[tw]"	0
faldo	Feature Annotation Location Description Ontology 	"""Feature Annotation Location Description Ontology ""[tw] OR ""Feature Annotation Location Description Ontology  (faldo)""[tw]"	0
glyconavi	GlycoNAVI	"""GlycoNAVI""[tw]"	0
go.resource	Gene Ontology Registry	"""Gene Ontology Registry""[tw]"	0
fairsharing.organization	FAIRsharing Organization	"""FAIRsharing Organization""[tw]"	0
evorao	EVORA Ontology	"""EVORA Ontology""[tw]"	0
go.issue	Gene Ontology Issue Tracker	"""Gene Ontology Issue Tracker""[tw]"	0
go.gpi	Gene Product Information Schema	"""Gene Product Information Schema""[tw]"	0
evr	Event Venue Registry	"""Event Venue Registry""[tw]"	0
gnps.task	Global Natural Products Social Molecular Networking Task	"""Global Natural Products Social Molecular Networking Task""[tw]"	0
exac.gene	ExAC Gene	"""ExAC Gene""[tw]"	0
exac.transcript	ExAC Transcript	"""ExAC Transcript""[tw]"	0
gno	Glycan Naming and Subsumption Ontology	"""Glycan Naming and Subsumption Ontology""[tw] OR ""Glycan Naming and Subsumption Ontology (GNO)""[tw]"	0
gnd	GND ID	"""GND ID""[tw]"	0
gmelin	Gmelins Handbuch der anorganischen Chemie	"""Gmelins Handbuch der anorganischen Chemie""[tw]"	0
gmd.ref	Golm Metabolome Database Reference Substance	"""Golm Metabolome Database Reference Substance""[tw]"	0
gmd.profile	Golm Metabolome Database Profile	"""Golm Metabolome Database Profile""[tw]"	0
gmd.gcms	Golm Metabolome Database GC-MS spectra	"""Golm Metabolome Database GC-MS spectra""[tw]"	0
gmd.analyte	Golm Metabolome Database Analyte	"""Golm Metabolome Database Analyte""[tw]"	0
exac.variant	ExAC Variant	"""ExAC Variant""[tw]"	0
fabio	FaBiO, the FRBR-aligned Bibliographic Ontology	"""FaBiO, the FRBR-aligned Bibliographic Ontology""[tw]"	0
facebase	FaceBase Data Repository	"""FaceBase Data Repository""[tw]"	0
fbtc	Flybase Cell Line	"""Flybase Cell Line""[tw]"	0
geno	Genotype Ontology	"""Genotype Ontology""[tw] OR ""Genotype Ontology (GENO)""[tw]"	0
fcsfree	Fetal Calf Serum-Free Database	"""Fetal Calf Serum-Free Database""[tw]"	0
genepio	Genomic Epidemiology Ontology	"""Genomic Epidemiology Ontology""[tw] OR ""Genomic Epidemiology Ontology (GENEPIO)""[tw]"	0
gallont	Plant Gall Ontology	"""Plant Gall Ontology""[tw] OR ""Plant Gall Ontology (GALLONT)""[tw]"	0
fossilworks.journal	Fossilworks Journal	"""Fossilworks Journal""[tw]"	0
gainesville.core	Gainesville Core Ontology	"""Gainesville Core Ontology""[tw]"	0
gabi	Network of Different Plant Genomic Research Projects	"""Network of Different Plant Genomic Research Projects""[tw]"	0
ga4ghdos	Data Object Service	"""Data Object Service""[tw]"	0
fypo	Fission Yeast Phenotype Ontology	"""Fission Yeast Phenotype Ontology""[tw] OR ""Fission Yeast Phenotype Ontology (FYPO)""[tw]"	0
fossilworks.taxon	Fossilworks Taxon	"""Fossilworks Taxon""[tw]"	0
fyeco	Fission Yeast Experimental Conditions Ontology	"""Fission Yeast Experimental Conditions Ontology""[tw] OR ""Fission Yeast Experimental Conditions Ontology (FYECO)""[tw]"	0
fovt	FuTRES Ontology of Vertebrate Traits	"""FuTRES Ontology of Vertebrate Traits""[tw] OR ""FuTRES Ontology of Vertebrate Traits (FOVT)""[tw]"	0
funderregistry	FunderRegistry	"""FunderRegistry""[tw]"	0
funcbase.yeast	FuncBase Yeast	"""FuncBase Yeast""[tw]"	0
funcbase.mouse	FuncBase Mouse	"""FuncBase Mouse""[tw]"	0
funcbase.human	FuncBase Human	"""FuncBase Human""[tw]"	0
funcbase.fly	FuncBase Fly	"""FuncBase Fly""[tw]"	0
ftt	Feature Type Thesaurus	"""Feature Type Thesaurus""[tw]"	0
fr	FAIR* Reviews Ontology	"""FAIR* Reviews Ontology""[tw] OR ""FAIR* Reviews Ontology (FR)""[tw]"	0
frbrer	Functional Requirements for Bibliographic Records Entity-Relationship Model	"""Functional Requirements for Bibliographic Records Entity-Relationship Model""[tw]"	0
foodon	The Food Ontology	"""The Food Ontology""[tw] OR ""The Food Ontology (FOODON)""[tw]"	0
gateway	Health Data Research Innovation Gateway	"""Health Data Research Innovation Gateway""[tw]"	0
foodex2	Food Classification and Description System (from FSA Food Type identifiers)	"""Food Classification and Description System (from FSA Food Type identifiers)""[tw]"	0
flopo	Flora Phenotype Ontology	"""Flora Phenotype Ontology""[tw] OR ""Flora Phenotype Ontology (FLOPO)""[tw]"	0
fhir.implementation	FHIR United States Implementation Guides	"""FHIR United States Implementation Guides""[tw]"	0
fideo	Food Interactions with Drugs Evidence Ontology	"""Food Interactions with Drugs Evidence Ontology""[tw] OR ""Food Interactions with Drugs Evidence Ontology (FIDEO)""[tw]"	0
genecards.genenote	Gene Normal Tissue Expression	"""Gene Normal Tissue Expression""[tw]"	0
